Device Identifier;Device Name;Device Manufacturer;Bluetooth Version
Impress_Forest;Impress Forest;Vertex;N/A
Impress_Fortune;Impress Fortune;Vertex;N/A
Impress_Grip;Impress Grip;Vertex;N/A
Impress_Groove;Impress Groove;Vertex;N/A
Impress_Life;Impress Life;Vertex;N/A
Impress_Lightning;Impress Lightning;Vertex;N/A
Impress_Lion_3G;Impress Lion (3G);Vertex;N/A
Impress_Lion_4G;Impress Lion (4G);Vertex;N/A
Impress_Lotus;Impress Lotus;Vertex;N/A
Impress_Luck;Impress Luck;Vertex;N/A
Impress_Phonic;Impress Phonic;Vertex;N/A
Impress_Play;Impress Play (4G);Vertex;N/A
Impress_Ra;Impress Ra (4G);Vertex;N/A
Impress_Razor;Impress Razor;Vertex;N/A
Impress_Reef;Impress Reef;Vertex;N/A
Impress_Saturn;Impress Saturn;Vertex;N/A
Impress_Spring;Impress Spring (4G);Vertex;N/A
Impress_Stone;Impress Stone;Vertex;N/A
Sun;Impress Sun;Vertex;N/A
Tiger;Impress Tiger;Vertex;N/A
Impress_Tor;Impress Tor;Vertex;N/A
Impress_Vega;Impress Vega (4G);Vertex;N/A
Impress_Win;Impress Win;Vertex;N/A
Impress_Aqua;Impress_Aqua;Vertex;N/A
Impress_Astra4G;Impress_Astra4G;Vertex;N/A
Impress_Bear;Impress_Bear;Vertex;N/A
Impress_Blade;Impress_Blade;Vertex;N/A
Impress_City;Impress_City;Vertex;N/A
Impress Disco;Impress_Disco;Vertex;N/A
Impress_Eagle4G;Impress_Eagle_4G;Vertex;N/A
Impress_Energy;Impress_Energy;Vertex;N/A
Impress_Flash;Impress_Flash;Vertex;N/A
Impress_Frost;Impress_Frost;Vertex;N/A
Impress_Funk;Impress_Funk;Vertex;N/A
Impress_Game;Impress_Game;Vertex;N/A
Impress_Lagune;Impress_Lagune;Vertex;N/A
Impress_Luck4G_NFC;Impress_Luck4G_NFC;Vertex;N/A
Impress_Nero;Impress_Nero;Vertex;N/A
Impress_New;Impress_New;Vertex;N/A
Impress_Pear;Impress_Pear;Vertex;N/A
Impress_Pluto;Impress_Pluto;Vertex;N/A
Impress_Rosso;Impress_Rosso;Vertex;N/A
Impress_Sunset4G;Impress_Sunset4G;Vertex;N/A
Impress_Vira;Impress_Vira;Vertex;N/A
Impress_Wolf;Impress_Wolf;Vertex;N/A
Impress_Zeon3G;Impress_Zeon3G;Vertex;N/A
Impress_Zeon4G;Impress_Zeon4G;Vertex;N/A
Lion_DC;Lion_DC;Vertex;N/A
Lion_Dual;Lion_Dual;Vertex;N/A
Luck;Luck;Vertex;N/A
Vertex_Luck_L_5045_3G;Luck_L_5045_3G;Vertex;N/A
Vertex_Luck_L_5045_4G;Luck_L_5045_4G;Vertex;N/A
Luck_M_5000N_4G;Luck_M_5000N_4G;Vertex;N/A
Luck_XS_3097_3G;Luck_XS_3097_3G;Vertex;N/A
Pro_L_5045_4G;Pro_L_5045_4G;Vertex;N/A
G1701;S1;Vertex;N/A
Tab 4G 10-1;Tab_4G_10_1;Vertex;N/A
Tab 4G 8-1;Tab_4G_8-1;Vertex;N/A
Tab_3G_7-1;Vertex Tab 3G 7-1;Vertex;N/A
Tab 3G 7-2;Vertex Tab 3G 7-2;Vertex;N/A
ASTER P;ASTER  P;Vertu;N/A
Aster;Aster;Vertu;N/A
Aster T;Aster T;Vertu;N/A
Constellation V;Constellation V;Vertu;N/A
CONSTELLATION X;Constellation X;Vertu;N/A
Signature Touch;Signature Touch;Vertu;N/A
Signature Touch;Signature Touch;Vertu;N/A
Signature Touch L;Signature Touch;Vertu;N/A
VERTU Ti;Ti;Vertu;N/A
verykoolSL5029;SL5029;Verykool;N/A
verykoolSL5050;SL5050;Verykool;N/A
verykoolSL5200;SL5200;Verykool;N/A
verykoolSL5560;SL5560;Verykool;N/A
verykoolT7445;T7445;Verykool;N/A
verykool Luna II S4513;s4513;Verykool;N/A
verykoolS5007;s5007;Verykool;N/A
verykool Wave Pro s5021;s5021;Verykool;N/A
verykoolS5021;s5021;Verykool;N/A
verykoolS5027;s5027;Verykool;N/A
verykoolS5028;s5028;Verykool;N/A
s5029;s5029;Verykool;N/A
s5031;s5031;Verykool;N/A
verykools5034;s5034;Verykool;N/A
verykools5035;s5035;Verykool;N/A
verykools5204;s5204;Verykool;N/A
verykools5526;s5526;Verykool;N/A
verykools5527;s5527;Verykool;N/A
verykools5528;s5528;Verykool;N/A
verykools5036;verykool s5036;Verykool;N/A
verykools5037;verykool s5037;Verykool;N/A
s6005X;verykool s6005x;Verykool;N/A
verykools6005X;verykool s6005x;Verykool;N/A
verykoolS5019;verykoolS5019;Verykool;N/A
verykools5019;verykoolS5019;Verykool;N/A
verykoolSL5029;verykoolSL5029;Verykool;N/A
verykoolSL5565;verykoolSL5565;Verykool;N/A
verykools5205;verykools5205;Verykool;N/A
verykools5528Jr;verykools5528Jr;Verykool;N/A
verykools5702;verykools5702;Verykool;N/A
Vestel_5000;5000;Vestel;N/A
Vestel_5000_Dual;5000;Vestel;N/A
Vestel_5530;5530;Vestel;N/A
Vestel_5530_Dual;5530;Vestel;N/A
Farabi;Farabi;Vestel;N/A
Vestel_5000_2gb;Leo_2GB;Vestel;N/A
S7252;S7252;Vestel;N/A
VTAB7LITEII;"V TAB 7"" LITE II";Vestel;N/A
V_TAB_7_LITE_II;V TAB 7\'\' LITE II;Vestel;N/A
V_TAB_7011;V TAB 7011;Vestel;N/A
V_TAB_7015;V TAB 7015;Vestel;N/A
V_TAB_7020;V TAB 7020;Vestel;N/A
V_TAB_7020A;V TAB 7020A;Vestel;N/A
V_TAB_7020B;V TAB 7020B;Vestel;N/A
V_TAB_7025;V TAB 7025;Vestel;N/A
V_TAB_7810;V TAB 7810;Vestel;N/A
V_TAB_8010;V TAB 8010;Vestel;N/A
V TAB 8029;V TAB 8029;Vestel;N/A
VT97PRO;V TAB 9.7\'\' PRO;Vestel;N/A
V Tab 7010;V Tab 7010;Vestel;N/A
V3_5580_Dual;V3 5580 Dual;Vestel;N/A
10.1Myros;VP100+;Vestel;N/A
VP100+;VP100+;Vestel;N/A
VP73;VP73;Vestel;N/A
VP73_Hyundai;VP73;Vestel;N/A
VP73_Myros;VP73;Vestel;N/A
VP73_Vox;VP73;Vestel;N/A
VP73_le;VP73;Vestel;N/A
VP74;VP74;Vestel;N/A
VP74-Celcus;VP74;Vestel;N/A
VP74-Finlux;VP74;Vestel;N/A
VP74-Luxor;VP74;Vestel;N/A
VP74-Orava;VP74;Vestel;N/A
VP74-Telefunken;VP74;Vestel;N/A
VP74-Vox;VP74;Vestel;N/A
VSP145M;VSP145M;Vestel;N/A
VSP250g;VSP250g;Vestel;N/A
VSP250s;VSP250s;Vestel;N/A
VSP355g;VSP355g;Vestel;N/A
VSP355s;VSP355s;Vestel;N/A
VT10E;VT10E;Vestel;N/A
S TAB 10\'\' II;VT10E2;Vestel;N/A
V TAB 10\'\' LITE;VT10E2;Vestel;N/A
VT10E2;VT10E2;Vestel;N/A
V TAB 7.85\'\' LITE;VT785P2;Vestel;N/A
VT785P2-Celcus;VT785P2;Vestel;N/A
VT785P2-Cleverpad;VT785P2;Vestel;N/A
VT785P2-Finlux;VT785P2;Vestel;N/A
VT785P2-Vestel;VT785P2;Vestel;N/A
V_TAB_1040;VTAB 1040;Vestel;N/A
V_TAB_7040;VTAB 7040;Vestel;N/A
V_TAB_8059;VTAB 8059;Vestel;N/A
V_TAB_1049;VTAB1049;Vestel;N/A
V_TAB_1050;VTAB1050;Vestel;N/A
V_TAB_1069;VTAB1069;Vestel;N/A
V_TAB_7030;V_TAB_7030;Vestel;N/A
Venus E2 Plus;Venus E2 Plus;Vestel;N/A
Venus E3;Venus E3;Vestel;N/A
Venus E4;Venus E4;Vestel;N/A
Venus GO;Venus Go;Vestel;N/A
Venus_V3_5020;Venus V3 5020;Vestel;N/A
Venus_V3_5030;Venus V3 5030;Vestel;N/A
Venus_V3_5040;Venus V3 5040;Vestel;N/A
Venus_V3_5040_2GB;Venus V3 5040;Vestel;N/A
Venus_V3_5070;Venus V3 5070;Vestel;N/A
Venus_V3_5570;Venus V3 5570;Vestel;N/A
Venus_V3_5580;Venus V3 5580;Vestel;N/A
Venus V5;Venus V5;Vestel;N/A
Venus Z10;Venus Z10;Vestel;N/A
Venus Z30;Venus Z30;Vestel;N/A
Venus_V3_5040_2GB;Venus_V3_5040_2GB;Vestel;N/A
Venus_V4;Venus_V4;Vestel;N/A
Venus Z20;Vestel Z20;Vestel;N/A
Vestel_5000_2gb;Vestel_5000_2gb;Vestel;N/A
Venus_V3_5010;venus_v3_5010;Vestel;N/A
NicatabletV3;NicatabletV3;Vexia;N/A
GP8;GP8;VfonX;N/A
Ocean 6;OCEAN 6;Vgo Tel;N/A
Ocean_8;Ocean 8;Vgo Tel;N/A
Ocean_9;Ocean 9;Vgo Tel;N/A
Ocean9L;Ocean9L;Vgo Tel;N/A
Venture V12;VENTURE V12;Vgo Tel;N/A
Venture V8;Venture V8;Vgo Tel;N/A
VentureV10;VentureV10;Vgo Tel;N/A
i_Smart;i Smart;Vgo Tel;N/A
GINI_D9;GINI_D9;Vida;N/A
VIDA-V401;V401;Vida;N/A
V555K;V555K;Vida;N/A
VIDA_i512;VIDA - i512;Vida;N/A
VIDA_V555Plus;VIDA_V555Plus;Vida;N/A
VIDA_i450;VIDA_i450;Vida;N/A
VIDA_i501;VIDA_i501;Vida;N/A
i-450;i-450;Vida;N/A
VIDA-i401;i401;Vida;N/A
V8802;V8802;Viettel;N/A
IR10Q;;ViewSonic;N/A
IR8Q;;ViewSonic;N/A
ViewSonic-V350;;ViewSonic;N/A
ViewSonic-ViewPad4;;ViewSonic;N/A
ViewPad7;;ViewSonic;N/A
ViewPad7X;;ViewSonic;N/A
ViewPad7x;;ViewSonic;N/A
Viewphone Q5;Q5;ViewSonic;N/A
VIEWPAD_AW7M_PLUS;VIEWSONIC;ViewSonic;N/A
VSD221;VSD221;ViewSonic;N/A
VSD231;VSD231;ViewSonic;N/A
VSD241;VSD241 Smart Display;ViewSonic;N/A
VSD242;VSD242;ViewSonic;N/A
VIEWPAD I7M;ViewPad I7M;ViewSonic;N/A
IR7Q;ViewPad IR7Q;ViewSonic;N/A
ViewPad_M10;ViewPad_M10;ViewSonic;N/A
vsi7q_1;ViewPadi7Q;ViewSonic;N/A
vsi7q_1_coho;ViewPadi7Q;ViewSonic;N/A
vsi8q_1;ViewPadi8Q;ViewSonic;N/A
vsi8q_1_coho;ViewPadi8Q;ViewSonic;N/A
V501C;V501C;Virzo;N/A
VT701;VT701;Virzo;N/A
Vision Touch Inspire;Inspire;Visiontouch;N/A
VisionTouchLife;Life;Visiontouch;N/A
Elite10QI;Prestige Elite10QI;Visual Land;N/A
Elite10QL;Prestige Elite10QL;Visual Land;N/A
Elite10QS;Prestige Elite10QS;Visual Land;N/A
Elite11Q;Prestige Elite11Q;Visual Land;N/A
Elite13Q;Prestige Elite13Q;Visual Land;N/A
Elite7QL;Prestige Elite7QL;Visual Land;N/A
Elite7QS;Prestige Elite7QS;Visual Land;N/A
Elite8QI;Prestige Elite8QI;Visual Land;N/A
Elite8QL;Prestige Elite8QL;Visual Land;N/A
Elite9QL;Prestige Elite9QL;Visual Land;N/A
Prime10ES;Prestige Prime10ES;Visual Land;N/A
Prime10SE;Prestige Prime10SE;Visual Land;N/A
Prime11E;Prestige Prime11E;Visual Land;N/A
Zero_Spin;Zero Spin;Vitsmo;N/A
EV5;EV5;Viumee;N/A
EV5 X;EV5 X;Viumee;N/A
EV6;EV6;Viumee;N/A
EV6 ELITE;EV6 ELITE;Viumee;N/A
SMART_EV5;SMART EV5;Viumee;N/A
FUN_S20;FUN S20;Vivax;N/A
Point X502;Point X502;Vivax;N/A
Point_X2;Point_X2;Vivax;N/A
TPC-704-3G;TPC-704-3G;Vivax;N/A
TPC_8043G;TPC_8043G;Vivax;N/A
FUN S1;VIVAX Fun_S1;Vivax;N/A
VIVAX_Point_X2_Lite;VIVAX Point X2 Lite;Vivax;N/A
VIVAX_Fly_V1;VIVAX_Fly_V1;Vivax;N/A
VIVAX_PRO3;VIVAX_PRO3;Vivax;N/A
vivo 1601;1601;Vivo;N/A
vivo 1713;1601;Vivo;N/A
vivo 1609;1609;Vivo;N/A
vivo 1818;1818;Vivo;N/A
vivo 1818;1818N;Vivo;N/A
vivo Y13iL;PD1304DL;Vivo;N/A
vivo Y923;PD1419V;Vivo;N/A
vivo PD1612;PD1612;Vivo;N/A
vivo Y67;PD1612;Vivo;N/A
vivo Y71A;PD1731D;Vivo;N/A
vivo V1;V1;Vivo;N/A
V1730EA;V1730EA;Vivo;N/A
V1731CA;V1731CA;Vivo;N/A
V1732A;V1732A;Vivo;N/A
V1809A;V1809A;Vivo;N/A
V1813BA;V1813BA;Vivo;N/A
V1813BT;V1813BT;Vivo;N/A
V1814A;V1814A;Vivo;N/A
V1816A;V1816A;Vivo;N/A
V1818A;V1818A;Vivo;N/A
V1821A;V1821BA;Vivo;N/A
V1824A;V1824A;Vivo;N/A
vivo Y37;V1Max;Vivo;N/A
vivo V3;V3;Vivo;N/A
vivo V3;V3;Vivo;N/A
vivo V3Lite;V3Lite;Vivo;N/A
vivo PD1524B;V3M A;Vivo;N/A
vivo V3Max;V3Max;Vivo;N/A
vivo V3Max+ A;V3Max + A;Vivo;N/A
vivo PD1523A;V3Max A;Vivo;N/A
vivo V5Plus;V5Plus;Vivo;N/A
vivo 1727;V9;Vivo;N/A
vivo 1723;V9 6GB;Vivo;N/A
vivo 1851;V9 Pro;Vivo;N/A
vivo X5;X5;Vivo;N/A
vivo X5M;X5M;Vivo;N/A
vivo X5Max;X5Max;Vivo;N/A
vivo X5Max S;X5Max S;Vivo;N/A
vivo X5MaxV;X5MaxV;Vivo;N/A
vivo X5Pro;X5Pro;Vivo;N/A
vivo X5Pro D;X5Pro D;Vivo;N/A
vivo X5Pro V;X5Pro V;Vivo;N/A
vivo PD1415A;X6A;Vivo;N/A
vivo X6D;X6D;Vivo;N/A
vivo PD1515A;X6Plus A;Vivo;N/A
vivo PD1501D;X6Plus D;Vivo;N/A
vivo X6S A;X6S A;Vivo;N/A
vivo PD1515BA;X6SPlusA;Vivo;N/A
vivo X7;X7;Vivo;N/A
vivo X7Plus;X7Plus;Vivo;N/A
vivo X9;X9;Vivo;N/A
vivo X9i;X9i;Vivo;N/A
vivo PD1522A;Xplay5A;Vivo;N/A
vivo Xplay5A;Xplay5A;Vivo;N/A
vivo Xplay6;Xplay6;Vivo;N/A
vivo Y11;Y11;Vivo;N/A
vivo Y15;Y15;Vivo;N/A
vivo Y15S;Y15S;Vivo;N/A
vivo Y21;Y21;Vivo;N/A
vivo Y21L;Y21L;Vivo;N/A
vivo Y22;Y22;Vivo;N/A
vivo Y27;Y27;Vivo;N/A
vivo Y28;Y28;Vivo;N/A
vivo Y31;Y31;Vivo;N/A
vivo Y31;Y31;Vivo;N/A
vivo Y31L;Y31L;Vivo;N/A
vivo 1707;Y31i;Vivo;N/A
vivo Y31;Y31i;Vivo;N/A
vivo Y31i;Y31i;Vivo;N/A
vivo Y33;Y33;Vivo;N/A
vivo Y35;Y35;Vivo;N/A
vivo Y35A;Y35A;Vivo;N/A
vivo Y51;Y51;Vivo;N/A
vivo Y51A;Y51A;Vivo;N/A
vivo 1606;Y53;Vivo;N/A
vivo PD1628;Y53L;Vivo;N/A
vivo 1603;Y55;Vivo;N/A
vivo Y55;Y55A;Vivo;N/A
vivo 1610;Y55s;Vivo;N/A
vivo Y66;Y66;Vivo;N/A
vivo Y67;Y67;Vivo;N/A
vivo 1801;Y71;Vivo;N/A
vivo PD1708;Y79A;Vivo;N/A
vivo Y79A;Y79A;Vivo;N/A
vivo Y937;Y937;Vivo;N/A
V1818CA;Y93s;Vivo;N/A
V1818BA;Y93\xe6\xa0\x87\xe5\x87\x86\xe7\x89\x88 64G;Vivo;N/A
V1818CA;Y93\xe6\xa0\x87\xe5\x87\x86\xe7\x89\x88 64G;Vivo;N/A
V1813A;Y97;Vivo;N/A
vivo Z1;Z1;Vivo;N/A
V1813A;Z3i;Vivo;N/A
vivo X21i A;vivo  X21i  A;Vivo;N/A
vivo Y75s;vivo  Y75s;Vivo;N/A
vivo Y85A;vivo  Y85A;Vivo;N/A
vivo 1611;vivo 1611;Vivo;N/A
vivo 1714;vivo 1714;Vivo;N/A
vivo 1716;vivo 1716;Vivo;N/A
vivo 1718;vivo 1718;Vivo;N/A
vivo 1720;vivo 1720;Vivo;N/A
vivo 1721;vivo 1721;Vivo;N/A
vivo 1723;vivo 1723;Vivo;N/A
vivo 1724;vivo 1724;Vivo;N/A
vivo 1725;vivo 1725;Vivo;N/A
vivo 1726;vivo 1726;Vivo;N/A
vivo 1727;vivo 1727;Vivo;N/A
vivo 1802;vivo 1802;Vivo;N/A
vivo 1803;vivo 1803;Vivo;N/A
vivo 1804;vivo 1804;Vivo;N/A
vivo 1805;vivo 1805;Vivo;N/A
vivo 1806;vivo 1806;Vivo;N/A
vivo 1807;vivo 1807;Vivo;N/A
vivo 1807;vivo 1807;Vivo;N/A
vivo 1808;vivo 1808;Vivo;N/A
vivo 1811;vivo 1811;Vivo;N/A
vivo 1812;vivo 1812;Vivo;N/A
vivo 1813;vivo 1813;Vivo;N/A
vivo 1814;vivo 1814;Vivo;N/A
vivo 1815;vivo 1815;Vivo;N/A
vivo 1816;vivo 1816;Vivo;N/A
vivo 1817;vivo 1817;Vivo;N/A
vivo 1819;vivo 1819;Vivo;N/A
vivo 1819;vivo 1819;Vivo;N/A
vivo 1820;vivo 1820;Vivo;N/A
vivo NEX A;vivo NEX A;Vivo;N/A
vivo NEX S;vivo NEX S;Vivo;N/A
V1831A;vivo S1;Vivo;N/A
vivo PD1709;vivo X20;Vivo;N/A
vivo X20A;vivo X20;Vivo;N/A
vivo PD1710;vivo X20Plus;Vivo;N/A
vivo X20Plus A;vivo X20Plus;Vivo;N/A
vivo PD1721;vivo X20Plus UD;Vivo;N/A
vivo X20Plus UD;vivo X20Plus UD;Vivo;N/A
vivo X21A;vivo X21A;Vivo;N/A
vivo X21UD A;vivo X21UD A;Vivo;N/A
vivo X9Plus;vivo X9Plus;Vivo;N/A
vivo PD1616B;vivo X9s;Vivo;N/A
vivo X9s;vivo X9s;Vivo;N/A
vivo PD1635;vivo X9s Plus;Vivo;N/A
vivo X9s Plus;vivo X9s Plus;Vivo;N/A
vivo 1719;vivo Y65;Vivo;N/A
vivo Y66i A;vivo Y66i A;Vivo;N/A
vivo Y69A;vivo Y69A;Vivo;N/A
vivo Y71A;vivo Y71A;Vivo;N/A
vivo Y75A;vivo Y75A;Vivo;N/A
vivo Y83A;vivo Y83A;Vivo;N/A
vivo Y89;vivo Z1i;Vivo;N/A
vivo Z1i;vivo Z1i;Vivo;N/A
LIGHT ONE;LIGHT ONE;Viwa;N/A
LIGHT PLUS;LIGHT PLUS;Viwa;N/A
LIGHT X;LIGHT X;Viwa;N/A
M4;M4;Viwa;N/A
VISION;VISION;Viwa;N/A
X2;X2;Viwa;N/A
VAP430;StreamPlayer;Vizio;N/A
VTAB1008;VTAB1008;Vizio;N/A
XR6M10;XR6M10;Vizio;N/A
XR6P10;XR6P10;Vizio;N/A
VIZ070TAB711;VIZ070TAB711;Vizmo;N/A
VIZ070TAB811BLU;VIZ070TAB811BLU;Vizmo;N/A
VIZ070TAB811PNK;VIZ070TAB811PNK;Vizmo;N/A
VIZ101TAB711;VIZ101TAB711;Vizmo;N/A
VIZ101TAB811BLK;VIZ101TAB811BLK;Vizmo;N/A
K1;K1;Vkworld;N/A
Mix3;Mix3;Vkworld;N/A
Mix_Plus;Mix_Plus;Vkworld;N/A
S8;S8;Vkworld;N/A
S8Lite;S8Lite;Vkworld;N/A
S9;S9;Vkworld;N/A
VK4000;VK400;Vkworld;N/A
VK7000;VK7000;Vkworld;N/A
A10_Y;A10_Y;Vmobile;N/A
A11_N;A11_N;Vmobile;N/A
A11_Y;A11_Y;Vmobile;N/A
A13;A13;Vmobile;N/A
A13_Y;A13_Y;Vmobile;N/A
A15;A15;Vmobile;N/A
Vodafone 785;785;Vodafone;N/A
VF-895N;895;Vodafone;N/A
GigaTV;GigaTV Net;Vodafone;N/A
VFD 610;Smart N8;Vodafone;N/A
Vodafone Smart Tab 4;Smart Tab 4;Vodafone;N/A
VFD 1300;Smart Tab N8;Vodafone;N/A
VFD 710;Smart V8;Vodafone;N/A
VFD 200;Smart first 7;Vodafone;N/A
VFD 300;Smart mini 7;Vodafone;N/A
VFD 301;Smart mini 7 dual;Vodafone;N/A
VFD 900;Smart platinum 7;Vodafone;N/A
VFD 600;Smart prime 7;Vodafone;N/A
VFD 500;Smart turbo 7;Vodafone;N/A
VFD 501;Smart turbo 7;Vodafone;N/A
VFD 502;Smart turbo 7 dual;Vodafone;N/A
Vodafone Smart ultra 6;Smart ultra 6;Vodafone;N/A
Maxis VFD700;Smart ultra 7;Vodafone;N/A
VFD 700;Smart ultra 7;Vodafone;N/A
VFD 620;Smart_N9_Lite;Vodafone;N/A
Vodafone Smart Tab 3G;Smart_Tab_3G;Vodafone;N/A
Vodafone Smart Tab 4G;Smart_Tab_4G;Vodafone;N/A
VFD 1400;Tab Prime 7;Vodafone;N/A
VFD1400;Tab Prime 7;Vodafone;N/A
VFD 1100;Tab mini 7;Vodafone;N/A
VFD 600;VDF 600;Vodafone;N/A
Vodacom Power Tab 10;VF-1296;Vodafone;N/A
Vodafone Tab grand 6;VF-1296;Vodafone;N/A
VF-1397;VF-1397;Vodafone;N/A
VF-1497;VF-1497;Vodafone;N/A
VF685;VF685;Vodafone;N/A
VF695;VF695;Vodafone;N/A
VFD 200;VFD 200;Vodafone;N/A
VFD320;VFD320;Vodafone;N/A
VFD321;VFD321;Vodafone;N/A
VIP6102W;VIP6102W;Vodafone;N/A
VFD 100;Vodacom Kicka VE;Vodafone;N/A
VFD 525;Vodacom Smart 4G;Vodafone;N/A
VFD 510;Vodafone Smart E8;Vodafone;N/A
VFD 511;Vodafone Smart E8;Vodafone;N/A
VFD 512;Vodafone Smart E8;Vodafone;N/A
VFD 513;Vodafone Smart E8;Vodafone;N/A
VFD 527;Vodafone Smart E9;Vodafone;N/A
VFD 528;Vodafone Smart E9;Vodafone;N/A
VFD 529;Vodafone Smart E9;Vodafone;N/A
VFD 720;Vodafone Smart N9;Vodafone;N/A
VFD 730;Vodafone Smart V10;Vodafone;N/A
VFD 820;Vodafone Smart X9;Vodafone;N/A
Vodafone 875;Vodafone Smart mini;Vodafone;N/A
VFD 310;Vodafone Smart mini 7 ve;Vodafone;N/A
VFD 311;Vodafone Smart mini 7 ve dual;Vodafone;N/A
Vodafone TV;Vodafone TV;Vodafone;N/A
VOLT_SV451_Vision;VOLT_SV451_Vision;Volt Mobile;N/A
Druid_L10;Druid_L10;Vonino;N/A
Epic E8;Epic E8;Vonino;N/A
Epic_P7;Epic P7;Vonino;N/A
JAX_M;JAX_M;Vonino;N/A
Jax X;Jax X;Vonino;N/A
Jax X;Jax X A6;Vonino;N/A
JAX_N;Jax_N;Vonino;N/A
Jax_S_A7;Jax_S;Vonino;N/A
Jax X;Jax_X_TM;Vonino;N/A
Magnet M1;Magnet M1_A7;Vonino;N/A
Magnet M1;Magnet_M1;Vonino;N/A
Magnet_M10;Magnet_M10;Vonino;N/A
Magnet_W10;Magnet_W10;Vonino;N/A
MusicPAD;MusicPAD;Vonino;N/A
Navo_P;Navo  P;Vonino;N/A
Navo_QS;Navo QS;Vonino;N/A
Navo S;Navo S;Vonino;N/A
Pluri B7;Pluri B7;Vonino;N/A
Pluri C7;Pluri C7;Vonino;N/A
Pluri C8;Pluri C8;Vonino;N/A
Pluri_M7;Pluri M7;Vonino;N/A
Pluri_M7;Pluri M7 A6;Vonino;N/A
Pluri_Q8;Pluri Q8;Vonino;N/A
Pluri_Q8;Pluri Q8 A6;Vonino;N/A
Pluri_Q8;Pluri Q8 TM;Vonino;N/A
Pluri_B7_TM;Pluri_B7_TM;Vonino;N/A
Pluri G7;Pluri_G7;Vonino;N/A
Pluri_M8;Pluri_M8;Vonino;N/A
Volt S;Volt S;Vonino;N/A
Volt_S_A7;Volt_S;Vonino;N/A
Volt_X;Volt_X;Vonino;N/A
Xavy G7;Xavy G7;Vonino;N/A
Xavy_L8;Xavy L8 A6;Vonino;N/A
Xavy_T7;Xavy T7 A6;Vonino;N/A
Xavy_L8;Xavy_L8;Vonino;N/A
Xavy_T7;Xavy_T7;Vonino;N/A
Xylo P;Xylo  P;Vonino;N/A
Xylo X;Xylo X A6;Vonino;N/A
Xylo_T;Xylo_T;Vonino;N/A
Xylo X;Xylo_X_TM;Vonino;N/A
Xylo;Xylo_Z;Vonino;N/A
ZUN XO;ZUN XO;Vonino;N/A
ZUN XO;ZUN XO A6;Vonino;N/A
Zun X;Zun X;Vonino;N/A
Zun X;Zun X A6;Vonino;N/A
Zun XS;Zun XS;Vonino;N/A
Jax_S;jax_S;Vonino;N/A
PAD-7;PAD-7;Vorago;N/A
BEAT 8;Beat 8;Vortex;N/A
SYNQ;SYNQ;Vortex;N/A
Sync;Sync;Vortex;N/A
V50LTE;V50LTE;Vortex;N/A
V9;V9;Voto;N/A
VOTO V2;VOTO V2;Voto;N/A
VOTO V2i;VOTO V2i`;Voto;N/A
VOTO V3;VOTO V3;Voto;N/A
VX;VX;Voto;N/A
VOTO V5X;Voto V5X;Voto;N/A
Active 1;Active 1;Vsmart;N/A
Active 1+;Active 1 +;Vsmart;N/A
Joy 1;Joy 1;Vsmart;N/A
Joy 1+;Joy 1 +;Vsmart;N/A
MARS TOUCH;MARS  Touch;Vsun;N/A
MARS NOCAM;MARS Nocam;Vsun;N/A
MARS NOTE;MARS Note;Vsun;N/A
MERCURY Tough;MERCURY Tough;Vsun;N/A
SATURN SELFIE;SATURN Selfie;Vsun;N/A
7LV;Vue7LV;Vue Micro;N/A
81V;Vue81V;Vue Micro;N/A
HT0704W08;Koral 7W4;Vulcan;N/A
VT0701A08;Pulse 7;Vulcan;N/A
VT0702A16;Pulse 7S;Vulcan;N/A
TA10TA2;TA10TA2;Vulcan;N/A
TA71CA1;TA71CA1;Vulcan;N/A
TA71CA2;TA71CA2;Vulcan;N/A
VR5014;TEMPO R14;Vulcan;N/A
VS4011;TEMPO S11;Vulcan;N/A
VS5012;TEMPO S12;Vulcan;N/A
VS5513;TEMPO S13;Vulcan;N/A
VS5016;TEMPO S16;Vulcan;N/A
VP5004A;Tempo 5;Vulcan;N/A
VM5021;VM5021;Vulcan;N/A
VT0702A08;VT0702A08;Vulcan;N/A
VT1002A16;Vulcan Rhyme 10A;Vulcan;N/A
VT1003J16;Vulcan Rhyme 10J;Vulcan;N/A
VT0703C16;Vulcan Rhyme 7C;Vulcan;N/A
VR5533;Vulcan VR5533;Vulcan;N/A
VR6031;Vulcan VR6031;Vulcan;N/A
VR6032;Vulcan VR6032;Vulcan;N/A
MAX 7;Max 7;W&O;N/A
MAX 7i;Max 7i;W&O;N/A
X6;X6;W&O;N/A
WETAB700DG;WETAB700DG;W.e.;N/A
WeTab1004B;WeTab1004B;W.e.;N/A
Willfon_Pad_02;Willfon_Pad_02;WILL (JP);N/A
Cintiq Companion Hybrid 13HD;Cintiq Companion Hybrid 13HD;Wacom;N/A
F803YM;F803YM;Waf;N/A
F808NM;F808NM;Waf;N/A
LT750;LT750;Walton;N/A
Primo D9;Primo D9;Walton;N/A
Primo E8s;Primo E8s;Walton;N/A
Primo E9;Primo E9;Walton;N/A
Primo EF7;Primo EF7;Walton;N/A
Primo EF8 4G;Primo EF8 4G;Walton;N/A
Primo EM2;Primo EM2;Walton;N/A
Primo F7s;Primo F7s;Walton;N/A
Primo F8;Primo F8;Walton;N/A
